"handle","name","dataset_id","type","geo_age","cc"
"ZIEBELL","Ziebell Lake",12012,"Presettlement_paleon",79,0
"MNDLML","Mud Lake",12013,"Core top_17405",-30,0
"MNDLML","Mud Lake",12013,"Presettlement_paleon",84,0
"LYBECK","Lybeck Lake",12014,"Core top_17407",-32,0
"LYBECK","Lybeck Lake",12014,"Presettlement_paleon",83,0
"UNION","Union Lake",12015,"Core top_17409",-30,0
"UNION","Union Lake",12015,"Presettlement_paleon",84,0
"ALBERTL3","Albert Lea Lake",15248,"Core top_33008",-46,0
"ALBERTL3","Albert Lea Lake",15248,"Ambrosia rise_33009",90,0
"EVRHRTLK","Everhart Lake",12024,"Core top_17423",-30,0
"EVRHRTLK","Everhart Lake",12024,"Presettlement_paleon",96,0
"SHARKEY","Sharkey Lake",13029,"Core top_18437",-51,0
"SHARKEY","Sharkey Lake",13029,"Ambrosia rise_18438",90,0
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18439",1530,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18440",2410,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18441",3630,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18442",4730,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18443",6528,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18444",6840,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18445",7995,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18446",9430,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18447",8130,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18448",9510,1
"SHARKEY","Sharkey Lake",13029,"Radiocarbon_18449",10255,1
"KIMBLE","Kimble Pond",13032,"Core top_18464",-51,0
"KIMBLE","Kimble Pond",13032,"Presettlement_paleon",95,0
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18466",1040,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18467",2150,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18468",1995,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18469",2270,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18470",3890,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18471",5590,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18472",6620,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18473",7910,1
"KIMBLE","Kimble Pond",13032,"Radiocarbon_18474",10570,1
"WESTOLAF","West Olaf Lake",13051,"Presettlement_paleon",80,0
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18567",1360,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18568",2310,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18569",2280,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18570",3110,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18571",3345,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18572",4080,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18573",4260,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18574",5875,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18575",6680,1
"WESTOLAF","West Olaf Lake",13051,"Radiocarbon_18576",8140,1
"OAKGLEN","Oak Glen Lake",13056,"Core top_19495",-29,0
"OAKGLEN","Oak Glen Lake",13056,"Presettlement_paleon",96,0
"CAMPLAKE","Camp Lake",13057,"Core top_19497",-30,0
"CAMPLAKE","Camp Lake",13057,"Presettlement_paleon",93,0
"BASSK","Bass Lake",14270,"Core top_30514",-42,0
"BASSK","Bass Lake",14270,"Settlement_30515",90,0
"BASSK","Bass Lake",14270,"Radiocarbon_30511",480,1
"BASSK","Bass Lake",14270,"Radiocarbon_30512",930,1
"BASSK","Bass Lake",14270,"Radiocarbon_30513",1100,1
"SALLIE","Lake Sallie",14403,"Core top_30745",-20,0
"SALLIE","Lake Sallie",14403,"Ambrosia rise_30747",70,0
"MNPPJL","Johnson Lake",14435,"Core top_30797",-30,0
"MNPPJL","Johnson Lake",14435,"Ambrosia rise_30798",90,0
"LILY","Lily Lake",14535,"Core top_31011",-45,0
"LILY","Lily Lake",14535,"Settlement_31012",90,0
"LILY","Lily Lake",14535,"Radiocarbon_31013",190,1
"LILY","Lily Lake",14535,"Radiocarbon_31014",710,1
"KELLYDUD","Kelly-Dudley Lake",14537,"Core top_31019",-38,0
"KELLYDUD","Kelly-Dudley Lake",14537,"Settlement_31020",90,0
"KELLYDUD","Kelly-Dudley Lake",14537,"Radiocarbon_31021",590,1
"KELLYDUD","Kelly-Dudley Lake",14537,"Radiocarbon_31022",5700,1
"MARTHA","Martha Lake",14539,"Core top_31028",-44,0
"MARTHA","Martha Lake",14539,"Settlement_31029",90,0
"MARTHA","Martha Lake",14539,"Radiocarbon_31030",750,1
"MARTHA","Martha Lake",14539,"Radiocarbon_31031",2020,1
"MARTHA","Martha Lake",14539,"Radiocarbon_31032",2580,1
"MINNREG","Minnreg",14626,"Core top_31269",-42,0
"MINNREG","Minnreg",14626,"Settlement_31270",90,0
"MINNREG","Minnreg",14626,"Radiocarbon_31271",550,1
"MINNREG","Minnreg",14626,"Radiocarbon_31272",710,1
"MINNREG","Minnreg",14626,"Radiocarbon_31273",800,1
"AMBER","Amber Lake",14631,"Core top_31288",-43,0
"AMBER","Amber Lake",14631,"Settlement_31289",90,0
"AMBER","Amber Lake",14631,"Radiocarbon_31290",400,1
"AMBER","Amber Lake",14631,"Radiocarbon_31291",970,1
"CAMP","Camp Lake",14633,"Core top_31296",-43,0
"CAMP","Camp Lake",14633,"Settlement_31297",90,0
"CAMP","Camp Lake",14633,"Radiocarbon_31298",670,1
"CAMP","Camp Lake",14633,"Radiocarbon_31299",1650,1
"CRYSTAL","Crystal Lake",14635,"Core top_31304",-44,0
"CRYSTAL","Crystal Lake",14635,"Settlement_31305",104,0
"CRYSTAL","Crystal Lake",14635,"Radiocarbon_31306",360,1
"CRYSTAL","Crystal Lake",14635,"Radiocarbon_31307",1910,1
"FISHL","Fish Lake",14637,"Core top_31312",-42,0
"FISHL","Fish Lake",14637,"Settlement_31313",90,0
"FISHL","Fish Lake",14637,"Radiocarbon_31314",460,1
"FISHL","Fish Lake",14637,"Radiocarbon_31315",760,1
"FISHS","Fish Lake",14639,"Core top_31321",-44,0
"FISHS","Fish Lake",14639,"Settlement_31322",90,0
"FISHS","Fish Lake",14639,"Radiocarbon_31323",740,1
"FISHS","Fish Lake",14639,"Radiocarbon_31324",870,1
"FISHS","Fish Lake",14639,"Radiocarbon_31325",1780,1
"EAGLEL","Eagle Lake",14641,"Core top_31330",-45,0
"EAGLEL","Eagle Lake",14641,"Settlement_31331",90,0
"EAGLEL","Eagle Lake",14641,"Radiocarbon_31332",680,1
"EAGLEL","Eagle Lake",14641,"Radiocarbon_31333",1680,1
"EMILY_NE","Lake Emily, Northeast Basin",14643,"Core top_31338",-45,0
"EMILY_NE","Lake Emily, Northeast Basin",14643,"Settlement_31339",90,0
"EMILY_NE","Lake Emily, Northeast Basin",14643,"Radiocarbon_31340",420,1
"EMILY_NE","Lake Emily, Northeast Basin",14643,"Radiocarbon_31341",930,1
"FULLER","Fuller Lake",14645,"Core top_31346",-43,0
"FULLER","Fuller Lake",14645,"Settlement_31347",90,0
"FULLER","Fuller Lake",14645,"Radiocarbon_31348",820,1
"FULLER","Fuller Lake",14645,"Radiocarbon_31349",1900,1
"MNCLEB","Elk Lake",15167,"Core top_32740",-28,0
"MNCLEB","Elk Lake",15167,"Ambrosia rise_32741",80,0
"MNCLEC","Elk Lake",15168,"Core top_32742",-28,0
"MNCLEC","Elk Lake",15168,"Ambrosia rise_32743",80,0
"MNCLE4","Elk Lake",15169,"Core top_32744",-28,0
"MNCLE4","Elk Lake",15169,"Ambrosia rise_32745",80,0
"MNCLED","Elk Lake",15219,"Core top_32919",-20,0
"MNCLED","Elk Lake",15219,"Ambrosia rise_32920",60,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",58,0
"MNCLEL","Elk Lake",15269,"Ambrosia rise_33099",60,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",62,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",66,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",76,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",86,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",96,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",106,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",116,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",129,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",149,0
"MNCLEL","Elk Lake",15269,"Annual laminations (v",169,0
"MNBCSC","St. Clair Lake",15228,"Core top_32946",-20,0
"MNBCSC","St. Clair Lake",15228,"Settlement_32947",80,0
"MNCLSQ","Ozawindib Lake",15252,"Core top_33052",-23,0
"MNCLSQ","Ozawindib Lake",15252,"Ambrosia rise_33053",60,0
"MNCLSQ","Ozawindib Lake",15252,"Radiocarbon_33054",790,1
"MNCHLH","Little Horseshoe Lake",15254,"Core top_33055",-30,0
"MNCHLH","Little Horseshoe Lake",15254,"Ambrosia rise_33056",70,0
"MNOTCL","Cora Lake",15256,"Core top_33057",-29,0
"MNOTCL","Cora Lake",15256,"Ambrosia rise_33058",80,0
"MNCVTL","Tamarack Lake",15266,"Core top_33095",-27,0
"MNCVTL","Tamarack Lake",15266,"Settlement_33096",100,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",-14,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",-10,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",-6,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",0,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",4,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",10,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",16,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",20,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",26,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",37,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",45,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",49,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",55,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",61,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",65,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",69,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",75,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",95,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",105,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",115,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",125,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",135,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",145,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",155,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",165,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",175,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",183,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",193,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",203,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",218,0
"MNHBLS","LaSalle Lake",15270,"Annual laminations (v",223,0
"MNWSSO","Saint Olaf Lake",15273,"Core top_33145",-29,0
"MNWSSO","Saint Olaf Lake",15273,"Ambrosia rise_33146",95,0
"WILLIAMJ","Williams Lake",15281,"Core top_33153",-43,0
"WILLIAMJ","Williams Lake",15281,"Radiocarbon_33154",7680,1
"MNHNLL","Long Lake",15294,"Core top_33214",-29,0
"MNHNLL","Long Lake",15294,"Ambrosia rise_33215",100,0
"MNHNLL","Long Lake",15294,"Radiocarbon_33216",581,1
"MNHNLL","Long Lake",15294,"Radiocarbon_33217",1135,1
"MNHNLL","Long Lake",15294,"Radiocarbon_33218",2477,1
"MNHNWB","Wolsfeld Woods Marsh",15318,"Core top_33311",-25,0
"MNHNWB","Wolsfeld Woods Marsh",15318,"Ambrosia rise_33312",95,0
"MNHNWB","Wolsfeld Woods Marsh",15318,"Radiocarbon_33313",905,1
"DEEPLAKE","Deep Lake",15403,"Core top_33542",-40,0
"DEEPLAKE","Deep Lake",15403,"Radiocarbon_33543",8090,1
"DEEPLAKE","Deep Lake",15403,"Radiocarbon_33544",10700,1
"QUALLY","Qually Pond",15965,"Core top_35038",-12,0
"QUALLY","Qually Pond",15965,"Radiocarbon_35039",11740,1
"ITASCAMB","Itasca Bison Kill Site",15989,"Radiocarbon_35106",9360,1
"ITASCAMB","Itasca Bison Kill Site",15989,"Radiocarbon_35107",9640,1
"ITASCAMB","Itasca Bison Kill Site",15989,"Radiocarbon_35108",9690,1
"STEELMN","Steel Lake",17396,"Core top_37405",-50,0
"STEELMN","Steel Lake",17396,"Radiocarbon_37410",340,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37411",780,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37412",1700,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37413",1880,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37414",1850,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37415",2160,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37416",2490,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37417",2680,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37418",2920,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37419",4100,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37406",4290,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37407",4510,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37420",4840,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37421",5280,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37422",5830,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37423",6170,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37424",6890,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37425",7880,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37426",8160,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37427",7210,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37428",7240,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37429",8580,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37430",8750,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37431",9470,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37432",9420,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37433",9620,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37408",9860,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37409",9790,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37434",15490,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37435",10430,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37436",41190,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37437",9870,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37438",10010,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37439",9960,1
"STEELMN","Steel Lake",17396,"Radiocarbon_37440",35290,1
"FOXMN","Fox Lake",19834,"Core top_39727",-52,0
"FOXMN","Fox Lake",19834,"Radiocarbon_39728",345,1
"FOXMN","Fox Lake",19834,"Radiocarbon_39729",1775,1
"FOXMN","Fox Lake",19834,"Radiocarbon_39730",4770,1
"FOXMN","Fox Lake",19834,"Radiocarbon_39731",5860,1
"FOXMN","Fox Lake",19834,"Radiocarbon_39732",8220,1
"LITSHING","Little Shingobee Lake",17947,"Core top_38312",-48,0
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38303",2915,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38304",3170,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38305",3395,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38306",5605,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38291",4655,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38298",5400,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38307",5505,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38308",6555,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38309",8125,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38310",8440,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38292",10810,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38299",10710,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38311",16230,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38293",10175,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38301",16180,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38294",10300,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38302",13000,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38295",10305,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38296",10510,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38297",10820,1
"LITSHING","Little Shingobee Lake",17947,"Radiocarbon_38300",12840,1
"MADELIA","Madelia",19812,"Radiocarbon_39683",9300,1
"MADELIA","Madelia",19812,"Radiocarbon_39684",12650,1
"HELLSKIT","Hell's Kitchen Lake",3131,"Core top_7808",-10,0
"HELLSKIT","Hell's Kitchen Lake",3131,"Presettlement_paleon",43,0
"HELLSKIT","Hell's Kitchen Lake",3131,"Radiocarbon_cal_7809",449,0
"HELLSKIT","Hell's Kitchen Lake",3131,"Radiocarbon_cal_7810",1112,0
"HELLSKIT","Hell's Kitchen Lake",3131,"Radiocarbon_cal_7811",1598,0
"HELLSKIT","Hell's Kitchen Lake",3131,"Radiocarbon_cal_7812",2046,0
"LAKEMARY","Lake Mary",3473,"Core top_7941",200,0
"LAKEMARY","Lake Mary",3473,"Radiocarbon_7942",3650,1
"LAKEMARY","Lake Mary",3473,"Radiocarbon_7943",8540,1
"LAKEMARY","Lake Mary",3473,"Radiocarbon_7944",9460,1
"BLUMOUND","Blue Mounds Creek",287,"Core top_665",0,0
"BLUMOUND","Blue Mounds Creek",287,"Presettlement_paleon",116,0
"BLUMOUND","Blue Mounds Creek",287,"Radiocarbon_667",4235,1
"BLUMOUND","Blue Mounds Creek",287,"Radiocarbon_668",7335,1
"BLUMOUND","Blue Mounds Creek",287,"Radiocarbon_669",9580,1
"BLUMOUND","Blue Mounds Creek",287,"Radiocarbon_670",10485,1
"DARKLAKE","Dark Lake",546,"Annual laminations (v",10,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",20,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",30,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",40,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",50,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",60,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",70,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",80,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",90,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",100,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",110,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",120,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",130,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",140,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",150,0
"DARKLAKE","Dark Lake",546,"Presettlement_paleon",43,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",160,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",170,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",180,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",190,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",200,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",210,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",246,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",286,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",324,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",364,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",402,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",450,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",491,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",530,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",570,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",610,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",650,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",690,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",730,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",770,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",810,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",850,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",890,0
"DARKLAKE","Dark Lake",546,"Annual laminations (v",930,0
"DEVILSWI","Devils Lake",684,"Core top_38069",0,0
"DEVILSWI","Devils Lake",684,"Presettlement_paleon",104,0
"DEVILSWI","Devils Lake",684,"Radiocarbon_38058",2055,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38059",2430,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38060",4105,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38061",5245,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38062",6920,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38063",8640,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38064",8590,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38065",9740,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38066",10110,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38067",10730,1
"DEVILSWI","Devils Lake",684,"Radiocarbon_38068",12580,1
"DISTRHFT","Disterhaft Farm Bog",3081,"Presettlement_paleon",99,0
"DISTRHFT","Disterhaft Farm Bog",3081,"Radiocarbon_7750",2850,1
"DISTRHFT","Disterhaft Farm Bog",3081,"Radiocarbon_7751",5370,1
"DISTRHFT","Disterhaft Farm Bog",3081,"Radiocarbon_7752",8480,1
"DISTRHFT","Disterhaft Farm Bog",3081,"Radiocarbon_7753",11150,1
"DISTRHFT","Disterhaft Farm Bog",3081,"Radiocarbon_7754",12520,1
"DISTRHFT","Disterhaft Farm Bog",3081,"Radiocarbon_7755",15560,1
"GASS","Gass Lake",860,"Core top_2443",0,0
"GASS","Gass Lake",860,"Presettlement_paleon",116,0
"GASS","Gass Lake",860,"Radiocarbon_2445",840,1
"GASS","Gass Lake",860,"Radiocarbon_2446",3155,1
"GASS","Gass Lake",860,"Radiocarbon_2447",4885,1
"GASS","Gass Lake",860,"Radiocarbon_2448",6320,1
"GASS","Gass Lake",860,"Radiocarbon_2449",9785,1
"GASS","Gass Lake",860,"Radiocarbon_2450",11760,1
"HANSEN","Hansen Marsh",1004,"Core top_2891",-15,0
"HANSEN","Hansen Marsh",1004,"Radiocarbon_2893",10735,1
"KELLHOL1","Kellys Hollow",1447,"Core top_3543",-29,0
"KELLHOL1","Kellys Hollow",1447,"Radiocarbon_3546",4380,1
"KELLHOL1","Kellys Hollow",1447,"Radiocarbon_3547",7700,1
"KELLHOL2","Kellys Hollow",3452,"Core top_7914",-29,0
"KELLHOL2","Kellys Hollow",3452,"Presettlement_paleon",43,0
"KELLHOL2","Kellys Hollow",3452,"Radiocarbon_7915",2920,1
"KELLHOL2","Kellys Hollow",3452,"Radiocarbon_7916",6580,1
"KELLNERS","Kellners Lake",1448,"Core top_3549",-26,0
"KELLNERS","Kellners Lake",1448,"Presettlement_paleon",104,0
"KELLNERS","Kellners Lake",1448,"Radiocarbon_3550",1725,1
"KELLNERS","Kellners Lake",1448,"Radiocarbon_3551",4450,1
"KELLNERS","Kellners Lake",1448,"Radiocarbon_3552",10220,1
"KELLNERS","Kellners Lake",1448,"Radiocarbon_3553",13970,1
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",10,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",20,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",30,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",40,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",50,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",60,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",70,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",80,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",90,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",100,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",110,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",120,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",130,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",140,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",150,0
"LITTLPIN","Little Pine Lake",1643,"Presettlement_paleon",43,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",160,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",170,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",180,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",190,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",200,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",210,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",250,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",290,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",330,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",370,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",410,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",450,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",490,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",530,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",570,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",610,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",650,0
"LITTLPIN","Little Pine Lake",1643,"Annual laminations (v",690,0
"STWDARK2","Stewart's Dark Lake",3781,"Radiocarbon_8404",1770,1
"STWDARK2","Stewart's Dark Lake",3781,"Radiocarbon_8405",4185,1
"STWDARK2","Stewart's Dark Lake",3781,"Radiocarbon_8406",6350,1
"STWDARK2","Stewart's Dark Lake",3781,"Radiocarbon_8407",8640,1
"STWDARK2","Stewart's Dark Lake",3781,"Radiocarbon_8408",10140,1
"STWDARK2","Stewart's Dark Lake",3781,"Radiocarbon_8409",10570,1
"MENDOTAC","Lake Mendota",1735,"Core top_4700",0,0
"MENDOTAC","Lake Mendota",1735,"Radiocarbon_rc_4702",110,1
"MENDOTAC","Lake Mendota",1735,"Presettlement_paleon",116,0
"MENDOTAC","Lake Mendota",1735,"Radiocarbon_rc_4703",2080,1
"MENDOTAC","Lake Mendota",1735,"Radiocarbon_rc_4704",4640,1
"MENDOTAC","Lake Mendota",1735,"Radiocarbon_rc_4705",7410,1
